signal shape:torch.Size([256, 2048, 1])
label shape:torch.Size([256, 512])
training: epoch 0, step 200, loss 478.974486, time: 3.358
training: epoch 38, step 5400, loss 35.574526, time: 3.403
training: epoch 38, step 5600, loss 35.609478, time: 3.401
training: epoch 38, step 5800, loss 35.606576, time: 3.406
training: epoch 38, step 6000, loss 35.633862, time: 3.405
training: epoch 38, step 6200, loss 35.652013, time: 3.402
training: epoch 38, step 6400, loss 35.618178, time: 3.403
training: epoch 38, step 6600, loss 35.606115, time: 3.405
training: epoch 38, step 6800, loss 35.578677, time: 3.399
training: epoch 38, step 7000, loss 35.586649, time: 3.396
training: epoch 38, step 7200, loss 35.585258, time: 3.394
training: epoch 38, step 7400, loss 35.579896, time: 3.396
training: epoch 38, step 7600, loss 35.557638, time: 3.395
training: epoch 38, step 7800, loss 35.566981, time: 3.398
training: epoch 38, step 7849, loss 35.579617, time: 0.834
validate: epoch 38, loss 36.985275, charcter error 6.732 time: 4.029
training: epoch 39, step 200, loss 34.094089, time: 3.348
training: epoch 39, step 400, loss 34.897265, time: 3.395
training: epoch 39, step 600, loss 35.125242, time: 3.403
training: epoch 39, step 800, loss 34.858568, time: 3.395
training: epoch 39, step 1000, loss 35.180050, time: 3.403
training: epoch 39, step 1200, loss 35.263975, time: 3.406
training: epoch 39, step 1400, loss 35.361362, time: 3.410
training: epoch 39, step 1600, loss 35.326737, time: 3.413
training: epoch 39, step 1800, loss 35.214826, time: 3.408
training: epoch 39, step 2000, loss 35.145447, time: 3.401
training: epoch 39, step 2200, loss 35.110633, time: 3.410
training: epoch 39, step 2400, loss 35.085545, time: 3.413
training: epoch 39, step 2600, loss 35.188872, time: 3.410
training: epoch 39, step 2800, loss 35.226699, time: 3.412
training: epoch 39, step 3000, loss 35.263252, time: 3.410
training: epoch 39, step 3200, loss 35.368218, time: 3.409
training: epoch 39, step 3400, loss 35.430806, time: 3.412
training: epoch 39, step 3600, loss 35.422842, time: 3.413
training: epoch 39, step 3800, loss 35.454130, time: 3.414
training: epoch 39, step 4000, loss 35.432314, time: 3.413
training: epoch 39, step 4200, loss 35.393198, time: 3.413
training: epoch 39, step 4400, loss 35.480965, time: 3.413
training: epoch 39, step 4600, loss 35.515010, time: 3.413
training: epoch 39, step 4800, loss 35.553247, time: 3.413
training: epoch 39, step 5000, loss 35.539600, time: 3.413
training: epoch 39, step 5200, loss 35.554299, time: 3.412
training: epoch 39, step 5400, loss 35.548667, time: 3.401
training: epoch 39, step 5600, loss 35.569794, time: 3.407
training: epoch 39, step 5800, loss 35.567947, time: 3.409
training: epoch 39, step 6000, loss 35.552309, time: 3.413
training: epoch 39, step 6200, loss 35.533792, time: 3.405
training: epoch 39, step 6400, loss 35.539209, time: 3.412
training: epoch 39, step 6600, loss 35.513424, time: 3.408
training: epoch 39, step 6800, loss 35.516498, time: 3.409
training: epoch 39, step 7000, loss 35.520025, time: 3.408
training: epoch 39, step 7200, loss 35.488220, time: 3.410
training: epoch 39, step 7400, loss 35.453549, time: 3.410
training: epoch 39, step 7600, loss 35.455878, time: 3.412
training: epoch 39, step 7800, loss 35.452272, time: 3.399
training: epoch 39, step 7849, loss 35.441699, time: 0.835
validate: epoch 39, loss 36.916383, charcter error 6.683 time: 4.024
    - [Info] The checkpoint file has been updated.
training: epoch 40, step 200, loss 34.167370, time: 3.361
training: epoch 40, step 400, loss 34.407008, time: 3.404
training: epoch 40, step 600, loss 34.502272, time: 3.405
training: epoch 40, step 800, loss 34.670184, time: 3.401
training: epoch 40, step 1000, loss 34.708663, time: 3.396
training: epoch 40, step 1200, loss 34.763542, time: 3.406
training: epoch 40, step 1400, loss 34.769769, time: 3.413
training: epoch 40, step 1600, loss 34.934747, time: 3.413
training: epoch 40, step 1800, loss 34.931827, time: 3.409
training: epoch 40, step 2000, loss 35.025803, time: 3.398
training: epoch 40, step 2200, loss 35.142795, time: 3.408
training: epoch 40, step 2400, loss 35.039424, time: 3.403
training: epoch 40, step 2600, loss 35.054066, time: 3.400
training: epoch 40, step 2800, loss 35.075634, time: 3.405
training: epoch 40, step 3000, loss 35.111172, time: 3.405
training: epoch 40, step 3200, loss 35.138113, time: 3.409
training: epoch 40, step 3400, loss 35.169921, time: 3.412
training: epoch 40, step 3600, loss 35.195866, time: 3.407
training: epoch 40, step 3800, loss 35.240372, time: 3.413
training: epoch 40, step 4000, loss 35.254511, time: 3.410
training: epoch 40, step 4200, loss 35.218607, time: 3.410
training: epoch 40, step 4400, loss 35.170334, time: 3.404
training: epoch 40, step 4600, loss 35.161755, time: 3.409
training: epoch 40, step 4800, loss 35.185359, time: 3.410
training: epoch 40, step 5000, loss 35.216313, time: 3.408
training: epoch 40, step 5200, loss 35.204856, time: 3.415
training: epoch 40, step 5400, loss 35.182085, time: 3.413
training: epoch 40, step 5600, loss 35.194898, time: 3.413
training: epoch 40, step 5800, loss 35.157861, time: 3.411
training: epoch 40, step 6000, loss 35.138574, time: 3.406
training: epoch 40, step 6200, loss 35.156835, time: 3.405
training: epoch 40, step 6400, loss 35.147669, time: 3.413
training: epoch 40, step 6600, loss 35.175586, time: 3.410
training: epoch 40, step 6800, loss 35.152196, time: 3.413
training: epoch 40, step 7000, loss 35.174499, time: 3.413
training: epoch 40, step 7200, loss 35.172651, time: 3.413
training: epoch 40, step 7400, loss 35.194201, time: 3.413
training: epoch 40, step 7600, loss 35.200044, time: 3.406
training: epoch 40, step 7800, loss 35.207928, time: 3.400
training: epoch 40, step 7849, loss 35.208250, time: 0.832
validate: epoch 40, loss 36.991595, charcter error 6.714 time: 4.023
training: epoch 41, step 200, loss 34.687250, time: 3.354
training: epoch 41, step 400, loss 34.948101, time: 3.401
training: epoch 41, step 600, loss 34.731554, time: 3.414
training: epoch 41, step 800, loss 35.141549, time: 3.413
training: epoch 41, step 1000, loss 35.370514, time: 3.411
training: epoch 41, step 1200, loss 35.320659, time: 3.408
training: epoch 41, step 1400, loss 35.234917, time: 3.407
training: epoch 41, step 1600, loss 35.270744, time: 3.408
training: epoch 41, step 1800, loss 35.176729, time: 3.413
training: epoch 41, step 2000, loss 35.083760, time: 3.403
training: epoch 41, step 2200, loss 35.085364, time: 3.412
training: epoch 41, step 2400, loss 35.088501, time: 3.413
training: epoch 41, step 2600, loss 35.103942, time: 3.413
training: epoch 41, step 2800, loss 35.012963, time: 3.413
training: epoch 41, step 3000, loss 35.023881, time: 3.413
training: epoch 41, step 3200, loss 35.048768, time: 3.414
training: epoch 41, step 3400, loss 35.003658, time: 3.413
training: epoch 41, step 3600, loss 35.025106, time: 3.413
training: epoch 41, step 3800, loss 35.097477, time: 3.413
training: epoch 41, step 4000, loss 35.076408, time: 3.408
training: epoch 41, step 4200, loss 35.088549, time: 3.416
training: epoch 41, step 4400, loss 35.073883, time: 3.398
training: epoch 41, step 4600, loss 35.104426, time: 3.404
training: epoch 41, step 4800, loss 35.066686, time: 3.404
training: epoch 41, step 5000, loss 35.064435, time: 3.413
training: epoch 41, step 5200, loss 35.086819, time: 3.413
training: epoch 41, step 5400, loss 35.080069, time: 3.440
training: epoch 41, step 5600, loss 35.076313, time: 3.438
training: epoch 41, step 5800, loss 35.090455, time: 3.433
training: epoch 41, step 6000, loss 35.033811, time: 3.438
training: epoch 41, step 6200, loss 35.008228, time: 3.450
training: epoch 41, step 6400, loss 35.044904, time: 3.437
training: epoch 41, step 6600, loss 35.044724, time: 3.442
training: epoch 41, step 6800, loss 35.088174, time: 3.423
training: epoch 41, step 7000, loss 35.112814, time: 3.443
training: epoch 41, step 7200, loss 35.103806, time: 3.446
training: epoch 41, step 7400, loss 35.128757, time: 3.431
training: epoch 41, step 7600, loss 35.134664, time: 3.449
training: epoch 41, step 7800, loss 35.129124, time: 3.439
training: epoch 41, step 7849, loss 35.122128, time: 0.845
validate: epoch 41, loss 37.372806, charcter error 6.798 time: 4.198
training: epoch 42, step 200, loss 35.891365, time: 3.382
training: epoch 42, step 400, loss 35.615662, time: 3.427
training: epoch 42, step 600, loss 35.411552, time: 3.426
training: epoch 42, step 800, loss 35.315139, time: 3.416
training: epoch 42, step 1000, loss 35.273570, time: 3.420
training: epoch 42, step 1200, loss 35.067238, time: 3.423
training: epoch 42, step 1400, loss 35.068665, time: 3.412
training: epoch 42, step 1600, loss 34.978440, time: 3.415
training: epoch 42, step 1800, loss 35.087349, time: 3.417
training: epoch 42, step 2000, loss 35.095577, time: 3.428
training: epoch 42, step 2200, loss 35.013187, time: 3.434
training: epoch 42, step 2400, loss 35.029461, time: 3.409
training: epoch 42, step 2600, loss 35.020767, time: 3.431
training: epoch 42, step 2800, loss 34.995208, time: 3.419
training: epoch 42, step 3000, loss 35.294857, time: 3.429
training: epoch 42, step 3200, loss 35.391109, time: 3.433
training: epoch 42, step 3400, loss 35.409735, time: 3.429
training: epoch 42, step 3600, loss 35.405957, time: 3.434
training: epoch 42, step 3800, loss 35.404302, time: 3.434
training: epoch 42, step 4000, loss 35.401759, time: 3.424
training: epoch 42, step 4200, loss 35.427855, time: 3.417
training: epoch 42, step 4400, loss 35.394758, time: 3.427
training: epoch 42, step 4600, loss 35.427867, time: 3.420
training: epoch 42, step 4800, loss 35.395338, time: 3.410
training: epoch 42, step 5000, loss 35.363429, time: 3.416
training: epoch 42, step 5200, loss 35.417980, time: 3.421
training: epoch 42, step 5400, loss 35.408159, time: 3.414
training: epoch 42, step 5600, loss 35.407654, time: 3.412
training: epoch 42, step 5800, loss 35.384803, time: 3.413
training: epoch 42, step 6000, loss 35.355234, time: 3.407
training: epoch 42, step 6200, loss 35.355783, time: 3.418
training: epoch 42, step 6400, loss 35.367264, time: 3.406
training: epoch 42, step 6600, loss 35.368795, time: 3.423
training: epoch 42, step 6800, loss 35.360779, time: 3.412
training: epoch 42, step 7000, loss 35.359596, time: 3.411
training: epoch 42, step 7200, loss 35.376304, time: 3.415
training: epoch 42, step 7400, loss 35.366217, time: 3.422
training: epoch 42, step 7600, loss 35.338923, time: 3.429
training: epoch 42, step 7800, loss 35.320859, time: 3.417
training: epoch 42, step 7849, loss 35.321293, time: 0.836
validate: epoch 42, loss 36.871479, charcter error 6.688 time: 4.025
training: epoch 43, step 200, loss 35.148967, time: 3.345
training: epoch 43, step 400, loss 34.937747, time: 3.387
training: epoch 43, step 600, loss 35.063827, time: 3.397
training: epoch 43, step 800, loss 35.314618, time: 3.385
training: epoch 43, step 1000, loss 35.263396, time: 3.386
training: epoch 43, step 1200, loss 35.200715, time: 3.390
training: epoch 43, step 1400, loss 35.189156, time: 3.388
training: epoch 43, step 1600, loss 35.009258, time: 3.388
training: epoch 43, step 1800, loss 35.033986, time: 3.391
training: epoch 43, step 2000, loss 35.053873, time: 3.400
training: epoch 43, step 2200, loss 35.041635, time: 3.389
training: epoch 43, step 2400, loss 35.003997, time: 3.388
training: epoch 43, step 2600, loss 34.998499, time: 3.403
training: epoch 43, step 2800, loss 35.085056, time: 3.399
training: epoch 43, step 3000, loss 35.256789, time: 3.389
training: epoch 43, step 3200, loss 35.261850, time: 3.386
training: epoch 43, step 3400, loss 35.304074, time: 3.387
training: epoch 43, step 3600, loss 35.333802, time: 3.388
training: epoch 43, step 3800, loss 35.305476, time: 3.390
training: epoch 43, step 4000, loss 35.333440, time: 3.389
training: epoch 43, step 4200, loss 35.355905, time: 3.402
training: epoch 43, step 4400, loss 35.365079, time: 3.388
training: epoch 43, step 4600, loss 35.460841, time: 3.391
training: epoch 43, step 4800, loss 35.546622, time: 3.384
training: epoch 43, step 5000, loss 35.578033, time: 3.391
training: epoch 43, step 5200, loss 35.589895, time: 3.389
training: epoch 43, step 5400, loss 35.591746, time: 3.388
training: epoch 43, step 5600, loss 35.550166, time: 3.399
training: epoch 43, step 5800, loss 35.526384, time: 3.402
training: epoch 43, step 6000, loss 35.505698, time: 3.392
training: epoch 43, step 6200, loss 35.487529, time: 3.393
training: epoch 43, step 6400, loss 35.521810, time: 3.397
training: epoch 43, step 6600, loss 35.519431, time: 3.392
training: epoch 43, step 6800, loss 35.487218, time: 3.390
training: epoch 43, step 7000, loss 35.472208, time: 3.392
training: epoch 43, step 7200, loss 35.514427, time: 3.397
training: epoch 43, step 7400, loss 35.542398, time: 3.398
training: epoch 43, step 7600, loss 35.531069, time: 3.390
training: epoch 43, step 7800, loss 35.516548, time: 3.402
training: epoch 43, step 7849, loss 35.491791, time: 0.832
validate: epoch 43, loss 37.096236, charcter error 6.731 time: 4.011
training: epoch 44, step 200, loss 34.491783, time: 3.345
training: epoch 44, step 400, loss 34.995523, time: 3.389
training: epoch 44, step 600, loss 34.872748, time: 3.395
training: epoch 44, step 800, loss 34.996250, time: 3.401
training: epoch 44, step 1000, loss 34.966834, time: 3.391
training: epoch 44, step 1200, loss 34.826717, time: 3.394
training: epoch 44, step 1400, loss 34.875659, time: 3.399
training: epoch 44, step 1600, loss 34.934511, time: 3.407
training: epoch 44, step 1800, loss 35.014777, time: 3.393
training: epoch 44, step 2000, loss 34.964660, time: 3.388
training: epoch 44, step 2200, loss 34.901984, time: 3.399
training: epoch 44, step 2400, loss 34.890558, time: 3.395
training: epoch 44, step 2600, loss 34.910524, time: 3.393
training: epoch 44, step 2800, loss 34.918781, time: 3.397
training: epoch 44, step 3000, loss 34.955152, time: 3.398
training: epoch 44, step 3200, loss 34.961383, time: 3.396
training: epoch 44, step 3400, loss 34.995024, time: 3.388
training: epoch 44, step 3600, loss 34.963606, time: 3.388
training: epoch 44, step 3800, loss 34.922448, time: 3.389
training: epoch 44, step 4000, loss 34.871869, time: 3.388
training: epoch 44, step 4200, loss 34.841552, time: 3.388
training: epoch 44, step 4400, loss 34.871809, time: 3.384
training: epoch 44, step 4600, loss 34.871650, time: 3.387
training: epoch 44, step 4800, loss 34.880169, time: 3.393
training: epoch 44, step 5000, loss 34.858519, time: 3.389
training: epoch 44, step 5200, loss 34.878417, time: 3.385
training: epoch 44, step 5400, loss 34.888970, time: 3.387
training: epoch 44, step 5600, loss 34.883980, time: 3.394
training: epoch 44, step 5800, loss 34.899141, time: 3.393
training: epoch 44, step 6000, loss 34.968471, time: 3.388
training: epoch 44, step 6200, loss 34.980938, time: 3.389
training: epoch 44, step 6400, loss 34.985682, time: 3.384
training: epoch 44, step 6600, loss 35.002198, time: 3.386
training: epoch 44, step 6800, loss 35.016730, time: 3.393
training: epoch 44, step 7000, loss 35.030563, time: 3.390
training: epoch 44, step 7200, loss 34.993701, time: 3.386
training: epoch 44, step 7400, loss 34.998829, time: 3.389
training: epoch 44, step 7600, loss 35.024149, time: 3.387
training: epoch 44, step 7800, loss 35.014610, time: 3.391
training: epoch 44, step 7849, loss 35.020326, time: 0.830
validate: epoch 44, loss 36.645830, charcter error 6.640 time: 4.022
    - [Info] The checkpoint file has been updated.
training: epoch 45, step 200, loss 35.074806, time: 3.349
training: epoch 45, step 400, loss 35.510990, time: 3.391
training: epoch 45, step 600, loss 35.213953, time: 3.403
training: epoch 45, step 800, loss 34.946322, time: 3.402
training: epoch 45, step 1000, loss 34.923621, time: 3.397
training: epoch 45, step 1200, loss 34.622910, time: 3.400
training: epoch 45, step 1400, loss 34.707502, time: 3.388
training: epoch 45, step 1600, loss 34.671579, time: 3.382
training: epoch 45, step 1800, loss 34.666676, time: 3.396
training: epoch 45, step 2000, loss 34.591391, time: 3.397
training: epoch 45, step 2200, loss 34.742949, time: 3.389
training: epoch 45, step 2400, loss 34.792089, time: 3.390
training: epoch 45, step 2600, loss 34.856726, time: 3.397
training: epoch 45, step 2800, loss 34.785152, time: 3.396
training: epoch 45, step 3000, loss 34.932207, time: 3.395
training: epoch 45, step 3200, loss 35.099611, time: 3.403
training: epoch 45, step 3400, loss 35.123901, time: 3.394
training: epoch 45, step 3600, loss 35.154430, time: 3.391
training: epoch 45, step 3800, loss 35.168859, time: 3.394
training: epoch 45, step 4000, loss 35.204444, time: 3.392
training: epoch 45, step 4200, loss 35.176651, time: 3.391
training: epoch 45, step 4400, loss 35.137562, time: 3.386
training: epoch 45, step 4600, loss 35.120890, time: 3.394
training: epoch 45, step 4800, loss 35.120778, time: 3.391
training: epoch 45, step 5000, loss 35.124075, time: 3.402
training: epoch 45, step 5200, loss 35.119615, time: 3.401
training: epoch 45, step 5400, loss 35.073842, time: 3.406
training: epoch 45, step 5600, loss 35.099754, time: 3.408
training: epoch 45, step 5800, loss 35.116573, time: 3.405
training: epoch 45, step 6000, loss 35.149022, time: 3.404
training: epoch 45, step 6200, loss 35.153445, time: 3.414
training: epoch 45, step 6400, loss 35.145931, time: 3.497
training: epoch 45, step 6600, loss 35.148792, time: 3.506
training: epoch 45, step 6800, loss 35.153827, time: 3.553
training: epoch 45, step 7000, loss 35.163031, time: 3.533
training: epoch 45, step 7200, loss 35.189152, time: 3.525
training: epoch 45, step 7400, loss 35.190045, time: 3.547
training: epoch 45, step 7600, loss 35.192900, time: 3.523
training: epoch 45, step 7800, loss 35.163407, time: 3.509
training: epoch 45, step 7849, loss 35.163649, time: 0.854
validate: epoch 45, loss 36.854098, charcter error 6.665 time: 4.046
training: epoch 46, step 200, loss 34.114574, time: 3.514
training: epoch 46, step 400, loss 34.192494, time: 3.589
training: epoch 46, step 600, loss 34.371953, time: 3.563
training: epoch 46, step 800, loss 34.365752, time: 3.501
training: epoch 46, step 1000, loss 34.425376, time: 3.462
training: epoch 46, step 1200, loss 34.464490, time: 3.442
training: epoch 46, step 1400, loss 34.363101, time: 3.421
training: epoch 46, step 1600, loss 34.433073, time: 3.416
training: epoch 46, step 1800, loss 34.458379, time: 3.400
training: epoch 46, step 2000, loss 34.495185, time: 3.401
training: epoch 46, step 2200, loss 34.450316, time: 3.402
training: epoch 46, step 2400, loss 34.452369, time: 3.400
training: epoch 46, step 2600, loss 34.585361, time: 3.395
training: epoch 46, step 2800, loss 34.616741, time: 3.400
training: epoch 46, step 3000, loss 34.604467, time: 3.400
training: epoch 46, step 3200, loss 34.713303, time: 3.390
training: epoch 46, step 3400, loss 34.712172, time: 3.386
training: epoch 46, step 3600, loss 34.783107, time: 3.390
training: epoch 46, step 3800, loss 34.873355, time: 3.388
training: epoch 46, step 4000, loss 34.894634, time: 3.397
training: epoch 46, step 4200, loss 34.852281, time: 3.390
training: epoch 46, step 4400, loss 34.858369, time: 3.390
training: epoch 46, step 4600, loss 34.859470, time: 3.388
training: epoch 46, step 4800, loss 34.892946, time: 3.380
training: epoch 46, step 5000, loss 34.888623, time: 3.389
training: epoch 46, step 5200, loss 34.921751, time: 3.390
training: epoch 46, step 5400, loss 34.928102, time: 3.384
training: epoch 46, step 5600, loss 34.933941, time: 3.382
training: epoch 46, step 5800, loss 34.918328, time: 3.387
training: epoch 46, step 6000, loss 34.912499, time: 3.389
training: epoch 46, step 6200, loss 34.903587, time: 3.397
training: epoch 46, step 6400, loss 34.878043, time: 3.396
training: epoch 46, step 6600, loss 34.896082, time: 3.389
training: epoch 46, step 6800, loss 34.863265, time: 3.395
training: epoch 46, step 7000, loss 34.839608, time: 3.394
training: epoch 46, step 7200, loss 34.864986, time: 3.386
training: epoch 46, step 7400, loss 34.865993, time: 3.386
training: epoch 46, step 7600, loss 34.878816, time: 3.394
training: epoch 46, step 7800, loss 34.882929, time: 3.390
training: epoch 46, step 7849, loss 34.882265, time: 0.830
validate: epoch 46, loss 37.147147, charcter error 6.764 time: 4.043
training: epoch 47, step 200, loss 34.508020, time: 3.342
training: epoch 47, step 400, loss 34.526290, time: 3.387
training: epoch 47, step 600, loss 34.675013, time: 3.393
training: epoch 47, step 800, loss 34.605487, time: 3.403
training: epoch 47, step 1000, loss 34.496980, time: 3.406
training: epoch 47, step 1200, loss 34.596708, time: 3.407
training: epoch 47, step 1400, loss 34.536779, time: 3.409
training: epoch 47, step 1600, loss 34.535514, time: 3.489
training: epoch 47, step 1800, loss 34.601437, time: 3.500
training: epoch 47, step 2000, loss 34.783163, time: 3.494
training: epoch 47, step 2200, loss 35.142082, time: 3.477
training: epoch 47, step 2400, loss 35.371584, time: 3.504
training: epoch 47, step 2600, loss 35.491479, time: 3.523
training: epoch 47, step 2800, loss 35.513872, time: 3.477
training: epoch 47, step 3000, loss 35.568409, time: 3.474
training: epoch 47, step 3200, loss 35.595495, time: 3.479
training: epoch 47, step 3400, loss 35.584230, time: 3.471
training: epoch 47, step 3600, loss 35.657054, time: 3.541
training: epoch 47, step 3800, loss 35.661309, time: 3.533
training: epoch 47, step 4000, loss 35.619456, time: 3.494
training: epoch 47, step 4200, loss 35.607632, time: 3.518
training: epoch 47, step 4400, loss 35.578036, time: 3.498
training: epoch 47, step 4600, loss 35.573814, time: 3.473
training: epoch 47, step 4800, loss 35.568824, time: 3.407
training: epoch 47, step 5000, loss 35.545238, time: 3.408
training: epoch 47, step 5200, loss 35.512607, time: 3.421
training: epoch 47, step 5400, loss 35.507601, time: 3.473
training: epoch 47, step 5600, loss 35.503434, time: 3.516
training: epoch 47, step 5800, loss 35.514443, time: 3.506
training: epoch 47, step 6000, loss 35.482787, time: 3.490
training: epoch 47, step 6200, loss 35.488804, time: 3.482
training: epoch 47, step 6400, loss 35.471611, time: 3.489
training: epoch 47, step 6600, loss 35.437594, time: 3.480
training: epoch 47, step 6800, loss 35.429425, time: 3.479
training: epoch 47, step 7000, loss 35.419577, time: 3.492
training: epoch 47, step 7200, loss 35.409273, time: 3.483
training: epoch 47, step 7400, loss 35.398217, time: 3.494
training: epoch 47, step 7600, loss 35.377582, time: 3.500
training: epoch 47, step 7800, loss 35.366964, time: 3.494
training: epoch 47, step 7849, loss 35.364313, time: 0.868
validate: epoch 47, loss 36.823265, charcter error 6.696 time: 4.042
training: epoch 48, step 200, loss 34.905125, time: 3.436
training: epoch 48, step 400, loss 34.490759, time: 3.491
training: epoch 48, step 600, loss 34.863874, time: 3.508
training: epoch 48, step 800, loss 34.653066, time: 3.500
training: epoch 48, step 1000, loss 34.598287, time: 3.591
training: epoch 48, step 1200, loss 34.814009, time: 3.507
training: epoch 48, step 1400, loss 34.552304, time: 3.506
training: epoch 48, step 1600, loss 34.468626, time: 3.452
training: epoch 48, step 1800, loss 34.435595, time: 3.501
training: epoch 48, step 2000, loss 34.437443, time: 3.513
training: epoch 48, step 2200, loss 34.347288, time: 3.514
training: epoch 48, step 2400, loss 34.310139, time: 3.459
training: epoch 48, step 2600, loss 34.301728, time: 3.477
training: epoch 48, step 2800, loss 34.343071, time: 3.545
training: epoch 48, step 3000, loss 34.383564, time: 3.484
training: epoch 48, step 3200, loss 34.346307, time: 3.447
training: epoch 48, step 3400, loss 34.413793, time: 3.447
training: epoch 48, step 3600, loss 34.508516, time: 3.434
training: epoch 48, step 3800, loss 34.550483, time: 3.430
training: epoch 48, step 4000, loss 34.520543, time: 3.422
training: epoch 48, step 4200, loss 34.532479, time: 3.415
training: epoch 48, step 4400, loss 34.509215, time: 3.413
training: epoch 48, step 4600, loss 34.528193, time: 3.414
training: epoch 48, step 4800, loss 34.535607, time: 3.418
training: epoch 48, step 5000, loss 34.590113, time: 3.412
training: epoch 48, step 5200, loss 34.587135, time: 3.409
training: epoch 48, step 5400, loss 34.589722, time: 3.408
training: epoch 48, step 5600, loss 34.578719, time: 3.413
training: epoch 48, step 5800, loss 34.568138, time: 3.408
training: epoch 48, step 6000, loss 34.601654, time: 3.413
training: epoch 48, step 6200, loss 34.605990, time: 3.410
training: epoch 48, step 6400, loss 34.611191, time: 3.405
training: epoch 48, step 6600, loss 34.625204, time: 3.405
training: epoch 48, step 6800, loss 34.598414, time: 3.412
training: epoch 48, step 7000, loss 34.639307, time: 3.413
training: epoch 48, step 7200, loss 34.630348, time: 3.413
training: epoch 48, step 7400, loss 34.635405, time: 3.413
training: epoch 48, step 7600, loss 34.651505, time: 3.413
training: epoch 48, step 7800, loss 34.658181, time: 3.413
training: epoch 48, step 7849, loss 34.658810, time: 0.837
validate: epoch 48, loss 36.874154, charcter error 6.696 time: 4.038
training: epoch 49, step 200, loss 36.257252, time: 3.353
training: epoch 49, step 400, loss 35.425850, time: 3.399
training: epoch 49, step 600, loss 34.788919, time: 3.408
training: epoch 49, step 800, loss 34.910250, time: 3.406
training: epoch 49, step 1000, loss 34.920541, time: 3.408
training: epoch 49, step 1200, loss 35.057966, time: 3.406
training: epoch 49, step 1400, loss 35.094038, time: 3.410
training: epoch 49, step 1600, loss 34.990215, time: 3.411
training: epoch 49, step 1800, loss 34.964802, time: 3.410
training: epoch 49, step 2000, loss 34.870869, time: 3.404
training: epoch 49, step 2200, loss 34.873574, time: 3.402
training: epoch 49, step 2400, loss 34.873864, time: 3.399
training: epoch 49, step 2600, loss 34.831408, time: 3.405
training: epoch 49, step 2800, loss 34.853177, time: 3.411
training: epoch 49, step 3000, loss 34.852228, time: 3.409
training: epoch 49, step 3200, loss 34.836382, time: 3.411
training: epoch 49, step 3400, loss 34.796026, time: 3.413
training: epoch 49, step 3600, loss 34.797978, time: 3.413
training: epoch 49, step 3800, loss 34.724534, time: 3.411
training: epoch 49, step 4000, loss 34.703300, time: 3.409
training: epoch 49, step 4200, loss 34.723814, time: 3.413
training: epoch 49, step 4400, loss 34.695714, time: 3.413
training: epoch 49, step 4600, loss 34.704289, time: 3.413
training: epoch 49, step 4800, loss 34.838057, time: 3.413
training: epoch 49, step 5000, loss 34.847954, time: 3.410
training: epoch 49, step 5200, loss 34.813347, time: 3.413
training: epoch 49, step 5400, loss 34.873909, time: 3.413
training: epoch 49, step 5600, loss 34.913255, time: 3.413
training: epoch 49, step 5800, loss 34.872432, time: 3.413
training: epoch 49, step 6000, loss 34.878626, time: 3.413
training: epoch 49, step 6200, loss 34.890961, time: 3.413
training: epoch 49, step 6400, loss 34.894811, time: 3.413
training: epoch 49, step 6600, loss 34.872188, time: 3.412
training: epoch 49, step 6800, loss 34.831557, time: 3.413
training: epoch 49, step 7000, loss 34.847124, time: 3.411
training: epoch 49, step 7200, loss 34.840895, time: 3.414
training: epoch 49, step 7400, loss 34.854465, time: 3.411
training: epoch 49, step 7600, loss 34.893762, time: 3.413
training: epoch 49, step 7800, loss 34.931983, time: 3.412
training: epoch 49, step 7849, loss 34.948825, time: 0.836
validate: epoch 49, loss 37.648109, charcter error 6.804 time: 4.025
training: epoch 50, step 200, loss 35.321194, time: 3.357
training: epoch 50, step 400, loss 35.566515, time: 3.405
training: epoch 50, step 600, loss 34.849478, time: 3.412
training: epoch 50, step 800, loss 34.968219, time: 3.413
training: epoch 50, step 1000, loss 35.079904, time: 3.413
training: epoch 50, step 1200, loss 35.004484, time: 3.410
training: epoch 50, step 1400, loss 35.025598, time: 3.414
training: epoch 50, step 1600, loss 34.993630, time: 3.413
training: epoch 50, step 1800, loss 35.046059, time: 3.413
training: epoch 50, step 2000, loss 35.103434, time: 3.413
training: epoch 50, step 2200, loss 35.038183, time: 3.413
training: epoch 50, step 2400, loss 34.975723, time: 3.411
training: epoch 50, step 2600, loss 34.970017, time: 3.411
training: epoch 50, step 2800, loss 34.951803, time: 3.410
training: epoch 50, step 3000, loss 34.919413, time: 3.413
training: epoch 50, step 3200, loss 34.988317, time: 3.408
training: epoch 50, step 3400, loss 35.011115, time: 3.401
training: epoch 50, step 3600, loss 34.970441, time: 3.402
training: epoch 50, step 3800, loss 35.004892, time: 3.411
training: epoch 50, step 4000, loss 34.938812, time: 3.411
training: epoch 50, step 4200, loss 34.907839, time: 3.412
training: epoch 50, step 4400, loss 34.862397, time: 3.413
training: epoch 50, step 4600, loss 34.792999, time: 3.407
training: epoch 50, step 4800, loss 34.789886, time: 3.410
training: epoch 50, step 5000, loss 34.784843, time: 3.410
training: epoch 50, step 5200, loss 34.757103, time: 3.413
training: epoch 50, step 5400, loss 34.771945, time: 3.413
training: epoch 50, step 5600, loss 34.820064, time: 3.413
training: epoch 50, step 5800, loss 34.873903, time: 3.412
